emp_no,first_name,last_name,title,from_date,to_date,salary
275088,Hilary,Kieras,Senior Engineer,1993-12-13,1999-01-30,44767
275106,Unal,Muhling,Senior Engineer,1998-05-29,9999-01-01,40000
275107,Hauke,Fiebach,Senior Engineer,1985-12-30,1990-07-07,71904
275110,Pradeep,McConalogue,Senior Engineer,1990-11-10,9999-01-01,65350
275120,Jaideep,Aamodt,Senior Staff,1992-07-15,9999-01-01,57206
275126,Abdelkader,Dichev,Senior Staff,1993-12-21,9999-01-01,56868
275144,Taegyun,Varman,Senior Engineer,2001-05-12,9999-01-01,41226
275150,Naftali,Pollacia,Senior Engineer,1986-09-24,9999-01-01,63738
275181,Yuchang,Kriebel,Senior Engineer,1992-11-14,9999-01-01,40000
275182,Poornachandra,Engberts,Senior Engineer,1986-01-10,9999-01-01,78472
275189,Sachar,Katzenelson,Engineer,2002-07-08,9999-01-01,45637
275190,Phuoc,Lanphier,Staff,1986-11-08,1992-01-29,101122
275194,Doowon,Shobatake,Senior Engineer,1995-07-23,9999-01-01,46136
275225,Mong,Luce,Staff,1998-10-27,9999-01-01,54617
275229,Berna,Gewali,Engineer,1990-11-01,1996-06-27,40000
275239,Guther,Collette,Senior Staff,1992-09-06,9999-01-01,40000
275252,Candida,Murtagh,Senior Engineer,1994-08-13,9999-01-01,40000
275257,Kasidit,Yavatkar,Senior Engineer,1990-08-26,9999-01-01,46995
275272,Alassane,Foong,Senior Staff,1992-03-13,1999-11-24,83556
275281,Nadjib,Veevers,Senior Staff,1991-02-11,9999-01-01,84368
275283,Xiaopeng,Ozery,Senior Engineer,1991-05-29,9999-01-01,55602
275285,Mana,Aingworth,Technique Leader,1998-09-04,9999-01-01,44323
275288,Sadegh,Sommen,Senior Staff,1993-10-08,9999-01-01,60653
275296,Halsur,Francisci,Engineer,1985-05-21,1988-09-01,40000
275308,Samphel,Chinin,Senior Staff,1995-02-06,9999-01-01,72459
275313,Serge,Keustermans,Senior Staff,1997-11-18,9999-01-01,45798
275319,Mani,Vadhan,Staff,1994-10-31,9999-01-01,44383
275325,Oscal,Sigstam,Engineer,1994-02-14,1997-09-27,54842
275334,Gio,Fordan,Senior Engineer,1992-06-21,1997-05-14,40000
275337,Ortrud,Matzke,Senior Engineer,1994-03-16,9999-01-01,65673
275347,Parke,Spinelli,Senior Staff,1997-11-30,9999-01-01,85607
275354,Jordanka,Eugenio,Senior Engineer,2001-01-28,2001-03-14,49251
275357,Ziya,Orsini,Senior Staff,1996-06-22,9999-01-01,46312
275367,Maren,Hebert,Staff,1995-03-26,2001-05-14,46907
275372,Xuejia,Danecki,Senior Engineer,1992-10-30,9999-01-01,49344
275382,Naraig,Trogemann,Staff,1996-05-30,1997-08-27,56430
275386,Parke,Lortz,Staff,2000-01-04,9999-01-01,83406
275389,Hitofumi,Seiwald,Staff,1994-04-21,2000-05-14,40000
275394,Ferdinand,Karner,Assistant Engineer,1994-08-03,1996-11-28,48319
275403,Fei,Farrag,Technique Leader,1988-02-14,9999-01-01,63360
275410,Marin,Businaro,Senior Staff,1994-10-29,9999-01-01,40000
275421,King,Cooley,Senior Staff,2002-01-04,9999-01-01,79820
275426,Shigeu,Waterhouse,Engineer,1994-06-21,1997-11-04,47990
275431,Fumitake,Gomatam,Engineer,1998-05-25,9999-01-01,40000
275435,Fumiya,Gluchowski,Senior Staff,1989-04-03,9999-01-01,54675
275447,Denny,Begiun,Senior Engineer,1999-12-14,9999-01-01,40000
275449,Ronghao,Lambe,Technique Leader,1987-06-09,9999-01-01,53607
275460,Zine,Egerstedt,Engineer,1998-06-05,2001-11-08,46022
275466,Danco,Puoti,Senior Engineer,2002-03-07,9999-01-01,54370
275477,Prasadram,Vigier,Engineer,1999-08-18,2000-05-21,40000
275478,Hsiangchu,Ranai,Assistant Engineer,1994-05-17,1997-02-18,40000
275479,Georgi,Ratnakar,Senior Staff,1992-03-14,9999-01-01,63085
275504,Aluzio,Bahi,Engineer,1999-08-09,9999-01-01,52126
275531,Doohun,Macedo,Senior Engineer,1997-12-17,9999-01-01,52385
275533,Takanari,Muhling,Senior Staff,1991-05-28,9999-01-01,72289
275534,Troy,Oxman,Senior Staff,1995-04-16,9999-01-01,48146
275539,Ebru,Michaels,Staff,1988-04-10,1990-05-08,63553
275542,Magy,Assaf,Staff,1986-07-07,1991-03-12,40000
275549,LiMin,Usdin,Senior Engineer,1999-07-15,9999-01-01,40000
275552,Sachin,Passafiume,Staff,1996-06-25,1998-04-10,40000
275565,Frederique,Bail,Senior Staff,1998-05-17,9999-01-01,40000
275566,Maja,Birrer,Senior Engineer,1993-11-16,9999-01-01,40000
275568,Uwe,Bottner,Senior Engineer,1991-04-12,9999-01-01,40000
275570,Masaru,Streit,Senior Engineer,1999-07-23,9999-01-01,76820
275581,Honglan,Azulay,Staff,1996-07-17,9999-01-01,40000
275584,Stafford,Landherr,Engineer,1991-02-13,1996-10-22,40000
275588,Xumin,Peak,Senior Engineer,1988-02-15,9999-01-01,72975
275593,Jaques,Androutsos,Engineer,1998-11-24,1999-12-18,57972
275599,Toshimi,Cichocki,Senior Engineer,2002-01-08,9999-01-01,62267
275603,Siddarth,Rehfuss,Senior Engineer,1995-04-14,9999-01-01,65064
275606,Stamatina,Alpay,Senior Engineer,1992-02-19,9999-01-01,40000
275620,Arunas,Yetim,Senior Engineer,1988-03-27,9999-01-01,60157
275622,Ennio,Emiris,Technique Leader,1988-09-20,9999-01-01,53289
275639,Kasturi,Claffy,Senior Staff,1995-01-31,9999-01-01,62187
275641,Oldrich,Ulupinar,Senior Engineer,1992-10-13,9999-01-01,50413
275675,Hitomi,Shanbhogue,Senior Engineer,2000-08-15,9999-01-01,40000
275681,Ramya,Peyn,Senior Staff,1991-12-08,2000-03-25,40000
275692,Arfst,Soloway,Senior Staff,1999-11-29,9999-01-01,80766
275700,Jacopo,Henseler,Senior Staff,2001-05-01,9999-01-01,44067
275703,Panayotis,Unni,Senior Engineer,1985-08-23,9999-01-01,40000
275706,Arfst,Mandell,Senior Engineer,1995-06-08,9999-01-01,59173
275707,Junsik,Skrikant,Staff,1999-05-13,9999-01-01,79590
275710,Abdelwaheb,Hofmeyr,Senior Staff,2001-07-20,9999-01-01,51041
275712,Sverrir,Karnin,Technique Leader,1995-04-04,9999-01-01,50336
275719,Licheng,Nollmann,Senior Staff,1988-10-19,9999-01-01,40000
275720,Zeljko,Leuchs,Senior Engineer,1987-09-24,9999-01-01,70079
275721,Shigeichiro,Farrar,Senior Engineer,1993-09-07,9999-01-01,50840
275729,Yunming,Gargeya,Engineer,1994-07-22,1996-06-22,47894
275735,Chinya,Compeau,Senior Staff,1991-12-11,9999-01-01,40000
275739,Patricio,Snyers,Staff,1994-03-29,9999-01-01,60548
275751,Pohua,Restivo,Senior Staff,1993-09-26,9999-01-01,62788
275754,Debatosh,Rosaz,Senior Staff,1992-06-29,9999-01-01,83874
275755,Yagil,Comyn,Senior Staff,1993-03-31,2002-07-24,66839
275762,Hugh,Brlek,Senior Staff,1996-12-01,9999-01-01,68879
275767,Uinam,Varker,Senior Staff,1988-03-07,9999-01-01,67739
275775,Dung,Oppitz,Senior Staff,2001-05-26,9999-01-01,40000
275792,Martine,Camarinopoulos,Senior Engineer,1995-06-12,9999-01-01,41193
275798,Anneke,Gente,Engineer,1997-04-08,9999-01-01,40000
275803,Jaroslava,Erdmenger,Technique Leader,1987-04-01,9999-01-01,40000
275805,Susanta,Billingsley,Senior Staff,1994-12-10,1995-04-25,40000
275809,Leni,Karlin,Assistant Engineer,1986-07-29,1989-10-11,40000
275811,Sailaja,McAlpine,Senior Engineer,1999-05-20,9999-01-01,54185
275816,Rosalyn,Kavvadias,Senior Staff,1994-10-02,9999-01-01,55026
275824,Sivanarayana,Brookman,Engineer,1987-09-07,1993-02-16,52584
275828,Yifei,Terlouw,Senior Engineer,1993-11-03,9999-01-01,55439
275847,Fay,Streng,Senior Engineer,1992-06-02,9999-01-01,40000
275848,Vivian,Sgarro,Senior Engineer,1986-11-19,1996-10-21,44160
275851,Panayotis,Glowinski,Senior Staff,1987-02-27,9999-01-01,40000
275854,Szabolcs,Kavraki,Senior Engineer,1995-01-15,9999-01-01,41386
275865,Joydip,Fritzsche,Senior Engineer,1997-10-25,9999-01-01,40000
275872,Sadun,Thummel,Senior Engineer,1994-11-20,9999-01-01,61830
275873,Tuval,Haumacher,Senior Staff,1994-06-23,9999-01-01,40000
275880,Geraldo,Picaronny,Staff,1998-04-01,9999-01-01,41094
275908,Bodo,Ratnaker,Senior Engineer,1995-09-15,9999-01-01,40000
275928,Manu,Braunmuhl,Senior Staff,1995-10-11,9999-01-01,69263
275930,Nagui,Rosis,Senior Engineer,1994-08-18,9999-01-01,49263
275932,Mantis,Millington,Senior Staff,1998-11-25,9999-01-01,73157
275947,Dinah,Shinomoto,Senior Engineer,1994-04-14,1994-04-21,65039
275954,Shahid,Luan,Engineer,1986-08-27,1990-04-07,40000
275955,Domenick,Menhoudj,Senior Staff,1994-06-03,9999-01-01,40000
275964,Dines,Shrader,Senior Engineer,1990-04-03,9999-01-01,49840
275977,Ibibia,Wilfing,Senior Engineer,1997-08-21,9999-01-01,72598
275980,Mostafa,Ponthieu,Senior Staff,1996-12-11,9999-01-01,85283
275988,Teiji,Kamber,Staff,1994-09-11,1998-01-04,77812
275991,Tzu,Staudhammer,Senior Engineer,1994-10-04,9999-01-01,40000
276006,Gurbir,Iisaku,Senior Staff,1999-04-12,2000-12-19,79949
276010,Khoa,Baig,Senior Engineer,1995-01-29,9999-01-01,56029
276019,Abdulla,Erev,Senior Staff,1994-10-21,9999-01-01,40000
276026,Toney,Meriste,Engineer,1995-03-03,1999-08-21,40000
276034,Chinhyun,Pero,Senior Engineer,1993-06-05,1999-06-26,40000
276044,Atreye,Whitcomb,Senior Engineer,2000-01-12,9999-01-01,48080
276046,Sanjai,Hartvigsen,Senior Staff,1992-10-13,9999-01-01,64857
276053,True,Lyonns,Senior Staff,1992-06-06,9999-01-01,69751
276054,Manohar,Gils,Senior Engineer,1994-12-12,9999-01-01,40000
276056,Piyawadee,Frezza,Senior Engineer,2001-11-27,9999-01-01,40000
276058,Shiv,Tchuente,Engineer,1998-10-12,9999-01-01,48872
276063,Tsvetan,Khalil,Assistant Engineer,1988-01-01,1988-05-31,47120
276072,Youjian,Bael,Senior Staff,1991-06-30,2000-12-08,63108
276074,Niranjan,Penz,Senior Staff,1994-10-24,9999-01-01,40000
276079,Jessie,Brlek,Senior Staff,1994-02-24,9999-01-01,79890
276088,Uma,Zastre,Senior Engineer,1994-01-18,9999-01-01,66286
276089,Achilleas,Goldhammer,Senior Engineer,1994-10-03,9999-01-01,54001
276090,Kristina,Frolund,Staff,1987-03-06,1990-10-02,57392
276091,Szabolcs,Halevi,Staff,1998-02-13,9999-01-01,77397
276098,Nathalie,Plesums,Senior Engineer,1990-03-02,1997-03-16,59492
276114,Moni,Zuberek,Engineer,1996-06-26,9999-01-01,65774
276127,Hsiangchu,Broomell,Engineer,1996-02-21,9999-01-01,40000
276143,Vishv,Hedayat,Senior Staff,1992-11-02,9999-01-01,74853
276153,Kazuhito,Copas,Senior Staff,1994-04-08,9999-01-01,41491
276173,Snehasis,Krychniak,Assistant Engineer,1993-04-14,1995-07-22,46361
276177,Augustine,Rettelbach,Senior Engineer,1987-12-08,9999-01-01,40000
276178,Jacqueline,Gerlach,Senior Engineer,1990-08-18,9999-01-01,40000
276179,Stein,Matteis,Senior Engineer,2001-07-11,9999-01-01,51098
276228,Seongbin,Bierbaum,Senior Engineer,1995-07-22,9999-01-01,40000
276240,Aamod,Kitsuregawa,Senior Engineer,1996-08-15,9999-01-01,40000
276242,Nikolaus,Itzigehl,Senior Engineer,1988-03-04,9999-01-01,40000
276244,Shigeichiro,Hofmeyr,Senior Engineer,1996-02-26,9999-01-01,71246
276245,Kwee,Merks,Senior Engineer,1994-04-11,9999-01-01,40000
276254,Saddek,Kalorkoti,Senior Engineer,1997-03-20,9999-01-01,40554
276258,Ulf,Denis,Senior Staff,1991-03-01,9999-01-01,59309
276263,Sverrir,Braunmuhl,Senior Engineer,1999-09-20,9999-01-01,40000
276268,Souichi,Cmelik,Staff,1999-09-20,9999-01-01,40000
276272,Sverrir,Aloisi,Senior Staff,1988-02-27,9999-01-01,42317
276273,Anyuan,Kushnir,Senior Engineer,1993-07-21,9999-01-01,56929
276289,Yuchang,Gilg,Staff,1998-11-07,9999-01-01,78960
276293,Munehiko,Covnot,Senior Staff,1990-04-16,9999-01-01,67927
276294,Indrajit,Gecsei,Technique Leader,1985-12-01,9999-01-01,40000
276299,Frazer,Bierman,Senior Engineer,1992-04-28,9999-01-01,40000
276314,Evgueni,Demke,Senior Engineer,1994-05-04,9999-01-01,66611
276318,Rosella,Neiman,Senior Staff,1998-03-22,9999-01-01,40036
276327,Lijie,Kadhim,Senior Engineer,2000-03-20,9999-01-01,59341
276344,Mana,Vieri,Assistant Engineer,1998-04-24,9999-01-01,40000
276347,Shichao,Buchter,Senior Engineer,2000-02-09,2001-06-03,46037
276359,Honesty,Soicher,Senior Engineer,1996-04-03,9999-01-01,49870
276360,Berry,Gerlach,Engineer,1998-05-22,9999-01-01,40000
276370,Kshitij,Menhoudj,Senior Engineer,1994-11-27,2000-03-04,40000
276371,Khaled,Rubsam,Senior Staff,1993-12-19,9999-01-01,40080
276378,Wanqing,Luiz,Engineer,1997-08-23,9999-01-01,40000
276381,Genki,Kirkerud,Technique Leader,1996-02-25,9999-01-01,52829
276389,Van,Hofman,Staff,1985-03-11,1989-05-23,64881
276403,Maria,Yurek,Technique Leader,1993-03-29,9999-01-01,56772
276409,Mingsen,Cools,Senior Staff,1987-12-10,9999-01-01,54757
276413,Kwangho,Mellouli,Senior Staff,1994-09-15,9999-01-01,47685
276416,Moon,Ishibashi,Staff,1990-07-18,1997-11-29,70276
276426,Christophe,Narahari,Technique Leader,1993-09-07,9999-01-01,62996
276433,Dante,Morton,Senior Engineer,1993-01-05,9999-01-01,42284
276451,Xiaoqiu,Riefers,Senior Staff,1997-11-20,9999-01-01,70445
276455,Remko,Awdeh,Senior Staff,1990-04-26,9999-01-01,89931
276458,Christfried,Litvinov,Senior Staff,1998-02-06,9999-01-01,40000
276464,Guiseppe,Luks,Senior Engineer,1998-07-23,9999-01-01,63781
276468,Rosalie,DuCasse,Senior Staff,1993-11-19,9999-01-01,65998
276475,Susanne,Passino,Senior Engineer,1986-11-27,9999-01-01,53480
276476,Susuma,Kropf,Engineer,1993-08-29,9999-01-01,40000
276484,Limsoon,Flasterstein,Senior Engineer,1986-03-19,9999-01-01,45595
276486,Yannis,Rosen,Technique Leader,1995-05-07,9999-01-01,40000
276494,Xiaopeng,Ermel,Senior Engineer,1991-06-12,9999-01-01,66983
276502,Indrajit,Segond,Senior Staff,1993-06-15,9999-01-01,40000
276503,Tesuro,Schrooten,Assistant Engineer,1997-02-21,9999-01-01,46345
276515,Hercules,Granlund,Senior Staff,1993-11-16,9999-01-01,40000
276517,Kitty,Matzke,Technique Leader,1988-03-27,9999-01-01,51421
276518,Giri,Vakili,Staff,1986-04-19,1987-10-26,47900
276531,Michaela,Litvinov,Senior Staff,1988-08-07,9999-01-01,75961
276541,Pranav,Krohm,Senior Engineer,1994-04-24,9999-01-01,40000
276543,Georg,Vanwelkenhuysen,Engineer,1999-05-19,9999-01-01,40000
276565,Djelloul,Camurati,Senior Staff,1993-06-06,1995-03-29,43658
276576,Guadalupe,McClurg,Senior Staff,1986-08-21,9999-01-01,73373
276578,Sibyl,Luff,Senior Staff,2000-06-27,9999-01-01,77104
276584,Toshiki,Shobatake,Senior Engineer,1996-08-17,9999-01-01,52257
276597,Taegyun,Veldwijk,Senior Engineer,1992-09-22,1993-04-15,40600
276612,Xuejia,Rothe,Engineer,1987-06-24,1988-05-01,40000
276616,Weiyi,Grospietsch,Senior Staff,2000-04-22,2001-04-22,40000
276626,Baruch,Aseltine,Senior Engineer,1991-07-19,9999-01-01,44576
276627,Dzung,Tempesti,Senior Staff,1990-10-19,9999-01-01,71946
276632,Otmar,Menyhert,Staff,1987-12-06,1994-04-06,49776
276633,Shin,Birdsall,Senior Staff,1994-10-08,9999-01-01,120127
276648,Mokhtar,Tetzlaff,Staff,1997-04-27,9999-01-01,68814
276650,Itzchak,Yeung,Senior Engineer,1998-06-01,9999-01-01,40000
276657,Reinhold,Wrigley,Senior Staff,1994-08-01,9999-01-01,62953
276670,Vasilis,Hegner,Senior Engineer,1994-09-22,9999-01-01,47569
276683,Jingling,Shackel,Senior Engineer,2002-02-24,9999-01-01,40000
276685,Pradeep,Piveteau,Senior Staff,1994-12-14,9999-01-01,88043
276686,Reinhold,Solares,Senior Staff,1988-04-07,9999-01-01,53479
276694,Ymte,Emmerich,Senior Engineer,1998-03-13,9999-01-01,40000
276695,Katsuyuki,Menhoudj,Senior Staff,1993-11-05,9999-01-01,40000
276701,Arto,Skrikant,Engineer,1987-01-21,1988-04-12,54966
276705,Kristinn,Walston,Senior Engineer,1993-12-26,9999-01-01,48147
276720,Guadalupe,Solovay,Engineer,1996-11-01,9999-01-01,40000
276722,Uzi,Verhoeff,Staff,1999-05-21,2001-10-30,79524
276729,Radhakrishnan,Lubachevsky,Assistant Engineer,1991-01-16,1998-03-19,41085
276733,Sungwon,Schonegge,Senior Staff,1990-05-30,9999-01-01,55685
276739,Nevio,Birta,Senior Staff,1994-11-22,9999-01-01,62669
276740,Yaghout,Bharadwaj,Engineer,1986-10-06,1987-06-13,40000
276741,Ramya,Colorni,Technique Leader,1992-06-15,9999-01-01,40000
276749,Barna,Farrar,Engineer,1997-05-11,9999-01-01,44797
276764,Xiaoheng,Emmart,Senior Staff,2001-12-13,9999-01-01,62510
276766,Mircea,Axelband,Senior Staff,2000-10-23,2000-11-20,53978
276768,Barry,Chinal,Staff,1988-10-19,1988-12-08,74703
276771,Tremaine,Moehrke,Senior Staff,2001-08-17,9999-01-01,49556
276774,Bader,Barriga,Senior Staff,1994-08-07,9999-01-01,40000
276781,Atreye,Merle,Senior Engineer,1995-05-01,9999-01-01,44880
276786,Arvind,Domenig,Senior Staff,1990-12-22,9999-01-01,46536
276800,Honglan,Remmele,Senior Staff,1995-02-21,9999-01-01,81673
276824,Zsolt,Setia,Senior Staff,1995-02-15,9999-01-01,50238
276831,Kwangyoen,Olivero,Senior Engineer,1993-02-26,9999-01-01,50763
276837,Gina,Farrag,Senior Engineer,1998-07-01,9999-01-01,63872
276844,Elzbieta,Peltason,Senior Staff,1985-11-27,9999-01-01,84524
276847,Salvador,Massonet,Staff,1995-11-28,9999-01-01,61243
276850,Malu,Belinskaya,Staff,1988-03-01,1992-02-19,67256
276854,Kamran,Rattan,Senior Engineer,1994-03-29,9999-01-01,40000
276876,Anoosh,Quittner,Senior Staff,1995-04-23,9999-01-01,48097
276879,Matt,Leppanen,Senior Engineer,1996-10-23,9999-01-01,40000
276880,Ramalingam,Kobuchi,Senior Engineer,1998-01-24,9999-01-01,50294
276890,Tamiya,Katalagarianos,Senior Engineer,1999-04-28,2000-10-19,40000
276898,Cristinel,Chaudhury,Senior Engineer,1991-03-30,9999-01-01,40000
276918,Yongqiao,Garnham,Engineer,1996-01-08,9999-01-01,40000
276927,Berry,Codenie,Senior Staff,1996-02-02,1999-01-14,40000
276943,Macha,Hardjono,Senior Engineer,1990-03-12,9999-01-01,43144
276944,Arlette,Picco,Senior Engineer,1987-12-18,9999-01-01,49936
276947,Dinkar,Yoshizawa,Senior Staff,1999-06-06,9999-01-01,67993
276950,Berthier,Sewelson,Senior Staff,2001-05-14,9999-01-01,42196
276954,Shahaf,Matteis,Staff,1985-09-10,1989-08-09,80425
276961,Tomoyuki,Birnbaum,Engineer,1997-04-13,9999-01-01,40000
276971,Abdulah,Kropp,Senior Engineer,1992-12-06,9999-01-01,40000
276972,Cordelia,Butner,Senior Staff,1992-01-13,9999-01-01,79181
276976,Woody,Terkki,Senior Staff,1995-11-24,1998-12-28,40000
276981,Danai,Perfilyeva,Senior Engineer,1995-04-08,9999-01-01,41424
276993,Rasikan,Macedo,Technique Leader,1985-08-12,2001-01-30,44850
277019,Toshimi,Cherinka,Senior Staff,1996-05-17,9999-01-01,74244
277029,Fumiyo,Bade,Staff,1996-11-04,9999-01-01,40000
277033,Paloma,Thorelli,Senior Engineer,1993-05-16,9999-01-01,50293
277038,Ottavia,Oberman,Senior Engineer,1990-10-25,9999-01-01,40000
277077,Abdulah,Jarecki,Senior Engineer,1995-03-02,1997-08-13,53049
277085,Alper,Vasanthakumar,Senior Staff,1991-11-12,9999-01-01,58647
277094,Genki,Berztiss,Senior Staff,1986-11-19,9999-01-01,40000
277095,Atilio,Kaelbling,Senior Engineer,1994-05-05,9999-01-01,66742
277123,Miquel,Schnabel,Senior Staff,2000-04-23,9999-01-01,41198
277127,Kirk,Luby,Senior Engineer,1997-07-26,2002-04-18,40000
277129,Uma,Besancenot,Senior Staff,1987-08-29,9999-01-01,40000
277130,Bojan,Passino,Senior Staff,1992-11-21,9999-01-01,40000
277144,Vishv,Munck,Senior Staff,1992-09-03,9999-01-01,40000
277153,Giap,Lindenbaum,Senior Engineer,1995-07-03,9999-01-01,49861
277157,Boutros,Fasbender,Senior Staff,1999-08-17,9999-01-01,76285
277166,Yuchang,Poehlman,Staff,1997-03-12,9999-01-01,48510
277172,Yongmin,Sluis,Senior Engineer,1993-11-16,9999-01-01,46197
277182,Alejandra,Comyn,Senior Staff,2000-01-14,9999-01-01,51624
277187,Arlette,Shinomoto,Staff,1997-07-02,9999-01-01,69426
277203,Shigeichiro,Piancastelli,Senior Engineer,1993-05-19,9999-01-01,63506
277204,Garnik,Busillo,Senior Engineer,1991-10-16,9999-01-01,47604
277205,Candida,Pokrovskii,Senior Engineer,1996-08-02,1998-10-14,74198
277216,Xuejia,Bresenham,Engineer,2000-01-24,2002-04-28,47439
277235,Ayakannu,Ashish,Senior Staff,1996-05-10,9999-01-01,57406
277248,Barna,Erni,Senior Staff,1996-02-05,9999-01-01,60581
277252,Sampalli,Gurbaxani,Engineer,1998-09-26,9999-01-01,40000
277253,Francesca,Poehlman,Engineer,1999-04-19,9999-01-01,40000
277274,Uli,Peternell,Senior Staff,1991-09-07,9999-01-01,43916
277276,Marsha,Figueira,Senior Engineer,1992-07-15,9999-01-01,48151
277281,Shahar,Lieberherr,Engineer,1998-11-18,9999-01-01,40000
277290,Masali,Kalefeld,Senior Engineer,1994-03-13,9999-01-01,41314
277294,Teiji,Thombley,Engineer,1999-10-19,9999-01-01,46436
277295,Youjian,Candan,Engineer,1995-10-20,1995-12-20,40000
277296,Xiaoshan,Randi,Senior Engineer,2002-03-02,9999-01-01,74172
277298,Phuoc,Garnier,Senior Staff,1996-06-14,9999-01-01,74540
277302,Rosli,Shokrollahi,Engineer,1991-10-01,1993-02-03,40121
277308,Patricio,Matzat,Senior Staff,1998-11-13,9999-01-01,75970
277318,Niclas,Zambonelli,Senior Engineer,1994-06-15,2000-05-13,63225
277328,Mooi,Yurek,Technique Leader,1990-02-09,1998-09-30,63625
277330,Tsuneo,Brobst,Staff,1998-01-30,9999-01-01,40000
277331,Uno,Ghalwash,Engineer,1999-12-11,9999-01-01,47627
277334,Xianlong,Oppitz,Senior Staff,1993-08-15,9999-01-01,40000
277348,Raimond,Parhami,Senior Engineer,1985-08-10,1996-12-05,48178
277351,JiYoung,Ramsey,Technique Leader,1988-05-14,1998-12-14,47638
277358,Sahrah,Brizzi,Senior Engineer,1999-02-12,9999-01-01,40000
277361,Cedric,Nilsson,Senior Engineer,1999-03-05,9999-01-01,40000
277372,Koichi,Terkki,Senior Staff,1996-07-25,9999-01-01,57848
277376,Indrajit,Unno,Senior Staff,2001-01-20,9999-01-01,72430
277383,Marie,Muchinsky,Engineer,1985-12-21,1993-11-11,40000
277384,Hercules,Maliniak,Senior Engineer,1993-03-06,9999-01-01,40000
277415,Xiaoqiang,Ramamoorthy,Technique Leader,1986-11-30,9999-01-01,51226
277418,Kasidit,Terekhov,Senior Engineer,2001-10-23,9999-01-01,67998
277442,Hirochika,Pero,Senior Engineer,1996-11-03,9999-01-01,42276
277455,Luigi,Kermarrec,Engineer,2000-01-17,9999-01-01,53161
277472,Bernd,Lung,Senior Staff,2001-07-06,9999-01-01,49033
277473,Petter,Azevdeo,Senior Staff,1995-03-13,1999-08-16,72342
277495,Etsuo,Couchot,Senior Staff,1992-04-07,9999-01-01,53779
277501,Sastry,Lupu,Technique Leader,1987-01-12,9999-01-01,56211
277502,Selwyn,Rossi,Staff,2000-01-28,9999-01-01,55635
277503,Eberhardt,Gomatam,Senior Staff,1991-11-01,9999-01-01,45030
277506,Dipayan,Sidou,Senior Staff,1997-09-14,9999-01-01,40000
277523,Yuqun,Fabrizio,Senior Engineer,1994-03-30,9999-01-01,40559
277549,Shunichi,Nilsson,Staff,1992-03-26,1999-12-18,71767
277554,Jianhao,Perry,Senior Staff,1993-04-26,9999-01-01,93272
277566,Jinya,Kumaresan,Senior Staff,1994-04-23,9999-01-01,41741
277572,Qingxiang,McFarlan,Engineer,1987-11-05,1989-07-27,40000
277580,Jaques,Schaar,Senior Engineer,1994-11-15,9999-01-01,64288
277588,Kensei,Guerreiro,Senior Staff,1992-01-27,9999-01-01,68117
277592,Rafael,Eiron,Senior Staff,1999-05-30,9999-01-01,50736
277606,Gina,Muhlberg,Staff,1998-01-02,9999-01-01,40000
277608,Vasilis,Pettis,Senior Staff,1997-07-23,9999-01-01,64364
277612,Lokesh,Flowers,Senior Staff,1991-05-27,9999-01-01,65517
277621,Shin,Lorch,Senior Engineer,1986-09-23,9999-01-01,40000
277625,Giap,Suppi,Senior Staff,1987-11-14,9999-01-01,40000
277633,Rimli,Solares,Senior Staff,1997-12-15,9999-01-01,76984
277639,Greger,Jahnichen,Engineer,1997-07-05,2000-03-28,40000
277655,Kien,Setia,Technique Leader,1985-03-06,9999-01-01,40000
277660,Mostafa,Ishibashi,Senior Staff,1988-11-10,1998-01-07,40000
277661,Hilari,Bednarek,Senior Engineer,1994-05-05,9999-01-01,65535
277695,Panayotis,Baaleh,Senior Engineer,1995-07-13,1998-12-25,40000
277707,Oguz,Muntz,Engineer,1985-12-18,1990-09-23,49169
277709,Supot,Leonhardt,Senior Staff,2001-08-03,9999-01-01,52221
277713,Jeanna,Sudkamp,Senior Staff,2000-09-29,9999-01-01,40815
277720,Mantis,Marquardt,Staff,1987-02-06,1987-09-24,50478
277729,Shirish,Nanard,Senior Staff,2002-05-19,9999-01-01,40000
277731,Stabislas,Botman,Senior Staff,1996-06-14,9999-01-01,40000
277742,Shaleah,Lamparter,Senior Staff,1995-04-07,9999-01-01,40000
277745,Fay,Suppi,Senior Staff,1994-07-25,9999-01-01,53167
277759,Steve,Emmerich,Senior Staff,2000-12-06,9999-01-01,40000
277762,Fusako,Bondorf,Senior Staff,1993-12-01,9999-01-01,46181
277764,Ferdinand,Schaap,Engineer,1993-09-17,1998-12-28,44979
277784,Jacqueline,Pfau,Senior Engineer,1993-06-15,9999-01-01,55677
277788,Zijian,Syang,Engineer,1999-01-23,9999-01-01,40000
277789,Katsuyuki,Aloisi,Senior Engineer,1995-04-15,9999-01-01,63486
277804,Chikara,Kolvik,Senior Engineer,1994-05-07,9999-01-01,54741
277835,Arup,Wixon,Engineer,1997-09-25,9999-01-01,55498
277842,Chikako,Benzaken,Senior Engineer,1995-04-29,9999-01-01,40000
277853,Manibrata,Bale,Senior Staff,1987-07-18,9999-01-01,62570
277854,Shem,Levergood,Senior Engineer,1994-10-26,9999-01-01,56231
277869,Berto,Kakkar,Senior Engineer,2002-06-22,9999-01-01,55457
277886,Vishv,Yeung,Assistant Engineer,1994-04-02,9999-01-01,61591
277892,Pintsang,Heyers,Senior Engineer,2002-03-16,9999-01-01,47112
